Ubigeo;Fecha-Actualizacion;Departamento;Provincia;Distrito;CentroPoblado;Modular;Nombre;Direccion;NivelEducativo;NroUsuarios;DescripcionUT;Comite;Item
70103;2020-01-15;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;CARMEN DE LA LEGUA REYNOSO;215632;5044 - BANDERA DE LA PAZ;AVENIDA LOPEZ PAZOS 803;PRIMARIA;715; LIMA METROPOLITANA y CALLAO;CALLAO 1;CARMEN DE LA LEGUA
70103;2020-01-15;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;CARMEN DE LA LEGUA REYNOSO;215848;5035;AVENIDA SANTOS CHOCANO 788;PRIMARIA;379; LIMA METROPOLITANA y CALLAO;CALLAO 1;CARMEN DE LA LEGUA
70103;2020-01-15;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;CARMEN DE LA LEGUA REYNOSO;659490;88 CRISTO MILAGROSO;JIRON JORGE CHAVEZ 600;INICIAL;489; LIMA METROPOLITANA y CALLAO;CALLAO 1;CARMEN DE LA LEGUA
70103;2020-01-15;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;CARMEN DE LA LEGUA REYNOSO;215616;5043 SAN MARTIN DE PORRES;JIRON LIMA S/N;PRIMARIA;459; LIMA METROPOLITANA y CALLAO;CALLAO 1;CARMEN DE LA LEGUA
70103;2020-01-15;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;CARMEN DE LA LEGUA REYNOSO;207803;5041;JIRON LORETO S/N;PRIMARIA;303; LIMA METROPOLITANA y CALLAO;CALLAO 1;CARMEN DE LA LEGUA
70103;2020-01-15;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;CARMEN DE LA LEGUA REYNOSO;208371;4015 AUGUSTO SALAZAR BONDY;JIRON ANGEL QUISPE 350;PRIMARIA;583; LIMA METROPOLITANA y CALLAO;CALLAO 1;CARMEN DE LA LEGUA
70103;2020-01-15;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;CARMEN DE LA LEGUA REYNOSO;208116;5030 TNTE. CRNEL. LEOPOLDO PEREZ SALMON;AVENIDA JOSE LOPEZ PAZOS 203;PRIMARIA;699; LIMA METROPOLITANA y CALLAO;CALLAO 1;CARMEN DE LA LEGUA
70103;2020-01-15;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;REYNOSO;555789;VIRGEN DEL CARMEN;AVENIDA LOPEZ PAZOS 851;PRIMARIA;141; LIMA METROPOLITANA y CALLAO;CALLAO 1;CARMEN DE LA LEGUA
70104;2020-01-15;CALLAO;CALLAO;LA PERLA;CIUDAD DEL PAPEL;601021;LA PERLA;PASAJE JUAN XXIII 143;PRIMARIA;60; LIMA METROPOLITANA y CALLAO;CALLAO 1;BELLAVISTA
70104;2020-01-15;CALLAO;CALLAO;LA PERLA;LA PERLA;208546;4004 SAN MARTIN DE PORRES;JIRON LINCOLN 351, CONJUNTO HABITACIONAL;PRIMARIA;681; LIMA METROPOLITANA y CALLAO;CALLAO 1;BELLAVISTA
70104;2020-01-15;CALLAO;CALLAO;LA PERLA;LA PERLA;209056;68 PAZ Y AMOR;AVENIDA LA PAZ 760;INICIAL;325; LIMA METROPOLITANA y CALLAO;CALLAO 1;BELLAVISTA
70104;2020-01-15;CALLAO;CALLAO;LA PERLA;LA PERLA;208082;5028 SANTA RITA DE CASIA;AVENIDA JOSE GALVEZ 102, LOS CEREZOS;PRIMARIA;72; LIMA METROPOLITANA y CALLAO;CALLAO 1;CALLAO 6
70104;2020-01-15;CALLAO;CALLAO;LA PERLA;LA PERLA;664680;CEBE LUISA SOLOGUREN DE SABOGAL;AVENIDA LA MARINA S/N;PRIMARIA;92; LIMA METROPOLITANA y CALLAO;CALLAO 1;BELLAVISTA
70104;2020-01-15;CALLAO;CALLAO;LA PERLA;LA PERLA;555599;JOSE OLAYA BALANDRA;JIRON ATAHUALPA CUADRA 7 S/N;PRIMARIA;200; LIMA METROPOLITANA y CALLAO;CALLAO 1;BELLAVISTA
70104;2020-01-15;CALLAO;CALLAO;LA PERLA;LA PERLA;208553;4005 ALMTE. MIGUEL GRAU SEMINARIO;AVENIDA LA PAZ 1000, LA PERLA ALTA;PRIMARIA;207; LIMA METROPOLITANA y CALLAO;CALLAO 1;BELLAVISTA
70104;2020-01-15;CALLAO;CALLAO;LA PERLA;LA PERLA;208058;5027 ARTURO TIMORAN DE LA H.;PASAJE FELIX S/N MZ U;PRIMARIA;524; LIMA METROPOLITANA y CALLAO;CALLAO 1;BELLAVISTA
70105;2020-01-15;CALLAO;CALLAO;LA PUNTA;LA PUNTA;208207;5013 - JOSE GALVEZ BARRENECHEA;PARQUE JOSE GALVEZ 130;PRIMARIA;307; LIMA METROPOLITANA y CALLAO;CALLAO 1;CALLAO 6
70105;2020-01-15;CALLAO;CALLAO;LA PUNTA;LA PUNTA;597062;5013 - JOSE GALVEZ BARRENECHEA;PARQUE JOSE GALVEZ 130;INICIAL;19; LIMA METROPOLITANA y CALLAO;CALLAO 1;CALLAO 6
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA;780437;106;AVENIDA CARLOS VILLANUEVA MZ G LOTE 1;INICIAL;219; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 4
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;HIJOS DE VENTANILLA;781898;5096;AVENIDA CARLOS VILLANUEVA S/N ZONA 3 AAHH HIJOS DE V ENTAN;PRIMARIA;448; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 4
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;CIUDAD SATELITE;883918;VENTANILLA;AVENIDA LOS GERANIOS;PRIMARIA;87; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 4
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;CIUDAD SATELITE;208694;5052 VIRGEN DE LA MERCED;AVENIDA LOS GERANIOS S/N;PRIMARIA;814; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 4
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;CIUDAD SATELITE;208710;5053 - VICTOR ANDRES BELAUNDE;AVENIDA LOS GERANIOS S/N;PRIMARIA;1000; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 4
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;CIUDAD SATELITE;208652;5051 VIRGEN DE FATIMA;AVENIDA PEDRO BELTRAN S/N;PRIMARIA;851; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 4
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA ALTA;1381979;5137;AVENIDA C AMPLIACION B CALLE 39 VENTANILLA ALTA S/N;PRIMARIA;323; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 4
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA ALTA;499236;4020 JOSE SANTOS CHOCANO;AVENIDA LOS GERANIOS ALTURA CALLE 22 S/N;PRIMARIA;280; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 4
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA;1675586;165;MZ E LOTE 20;INICIAL;182; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 4
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA;1580612;151;MZ O LOTE 1-4;INICIAL;98; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 1
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA;1264431;130 VIDA Y ALEGRIA;AVENIDA ARQUITECTOS KM 39;INICIAL;239; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 1
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA;1381813;125 DIVINO NIÑO JESUS;MZ M1 LOTE 1, AA.HH  MARIA JESUS ESPINOZA;INICIAL;278; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 2
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA;1381862;FE Y ALEGRIA 59;CALLE NICARAGUA S/N MZ G1 LOTE 1A;PRIMARIA;467; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 2
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA;659441;83 AMIGOS DE JESUS;AVENIDA PRINCIPAL MZ.LL LOTE.11 - III SECTOR - VILLA LOS REYES;INICIAL;350; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 1
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA;1619204;5147;AVENIDA LOS TOPOGRAFOS S/N MZ C2 LOTE 1;PRIMARIA;211; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 2
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;LOS ANGELES;662841;3089 LOS ANGELES;CALLE PARAISO S/N;PRIMARIA;619; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 1
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;LOS ANGELES;433078;3720 NUESTRA SEÑORA DE LA MISERICORDIA;CARRETERA PANAMERICANA NORTE;PRIMARIA;560; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 1
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;JOSE OLAYA BALANDRA;1523786;144;JOSE OLAYA BALANDRA;INICIAL;173; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 2
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;LAS LOMAS;1238708;5123 FRANCISCO BOLOGNESI CERVANTES;AVENIDA ARQUITECTOS S/N AAHH LAS LOMAS S/N;PRIMARIA;443; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 1
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;3923832;SEÑOR DE LOS MILAGROS;MZ P LOTE 22 ETAPA I;INICIAL;14; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 1
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1642008;5148;MZ B LOTE 1;PRIMARIA;191; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 2
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1580596;148;GRUPO RESIDENCIAL 1A MZ C LOTE 11 SECTOR 1;INICIAL;89; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 2
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;3908214;ANGELES DEL SABER;SAGRADO CORAZON DE JESUS MZ F LOTE 1 ETAPA 1;INICIAL;10; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 1
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1380567;5122 JOSE ANDRES RAZURI ESTEVEZ;JIRON LOS ECOLOGOS SECTOR EQUIPAMIENTO S/N MZ D LOTE 1;PRIMARIA;662; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 2
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;3908215;MENTES DULCES;SAGRADO CORAZON DE JESUS MZ F LOTE 01 ETAPA 1;INICIAL;16; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 1
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;KEIKO SOFIA;1238542;5121 PEDRO PLANAS;JIRON LAS AGUILAR S/N MZ M LOTE F-2 ETAPA I;PRIMARIA;584; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 1
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;SANTA MARGARITA;780791;5087;KM 37 5 PANAMERICANA NORTE MZ E S/N;PRIMARIA;400; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 1
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA;781807;5093 ANTONIO RAYMONDI;AVENIDA GONZALES GANOZA I SECTOR IZQUIERDO S/N;PRIMARIA;771; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 5
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA;1381953;126;MZ M LOTE 19;INICIAL;378; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 5
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA;761823;ARDILLITAS;MZ L LOTE 1A;INICIAL;16; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 5
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA;1425966;138;MZ J LOTE 1 SECTOR F;INICIAL;108; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 6
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA;1533637;145;JIRON TRUJILLO S/N MZ X LOTE 01 SECTOR II ZONA BALNEARIO;INICIAL;219; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 6
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1195114;5117 JORGE PORTOCARRERO REBAZA;SECTOR E BARRIO XI COOP KAWACHI MZ M;PRIMARIA;893; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 6
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1364967;5142 VIRGEN DE GUADALUPE;MZ C LOTE 01;PRIMARIA;436; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 6
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1382944;129;HUANCAPUNCO MZ G LOTE 2 SECTOR F;INICIAL;112; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 6
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1195114;ELIAS AGUIRRE ROMERO;MZ G LT 8 IV SECTOR AH NUEVO PACHACUTEC;PRIMARIA;352; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 6
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1602622;156;GRUPO RESIDENCIA 1 MZ I LOTE 14 SECTOR F;INICIAL;51; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 6
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1579051;147;MZ B LOTE 1;INICIAL;125; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 6
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1253640;5117 JORGE PORTOCARRERO REBAZA;MZ G SECTOR F BARRIO XII GRUPO RESIDENCIAL 1;INICIAL;252; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 6
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1457597;5146;MZ U LOTE 01 SECTOR OASIS;INICIAL;107; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 6
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1383157;PRESIDENTE DE LA REPUBLICA DE COLOMBIA - DR. ALVARO URIBE VELEZ;MZ L LOTE 1 ETAPA IV SECTOR G;PRIMARIA;664; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 6
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1437714;5145;MZ L1 LOTE 1 ETAPA I;PRIMARIA;515; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 6
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;LOS LICENCIADOS;1381151;5130-1 LOS LICENCIADOS;MZ S-5 LOTE C2;PRIMARIA;515; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 5
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;ANGAMOS;1083872;132 SAGRADO CORAZON DE JESUS;26 SECTOR I MZ C LOTE 8;INICIAL;310; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 5
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;ANGAMOS;780767;5088 HEROES DEL PACIFICO;AVENIDA B II SECTOR ANGAMOS S/N;PRIMARIA;623; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 5
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;ANGAMOS;1381516;LA PROVIDENCIA VIRGEN DE CHAPI;CALLE 7 S/N;INICIAL;85; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 5
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;ANGAMOS;780825;5086 POLITECNICO DE VENTANILLA;AVENIDA NEPTUNO S/N;PRIMARIA;766; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 5
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;ANGAMOS;781740;5091 HIJOS DE GRAU;HIJOS DE GRAU MZ O;PRIMARIA;342; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 5
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;ANTONIA MORENO DE CACERES;780700;5090 ANTONIA MORENO DE CACERES;VI SECTOR DERECHO S/N;PRIMARIA;300; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 5
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;COSMOVISION;3862874;JARDIN DE AMOR;AVENIDA 25 MZ L LOTE 1;INICIAL;17; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 6
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA;1637412;163;MZ D LOTE 1-2 SECTOR COSTA AZUL;INICIAL;97; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 5
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA;1602630;157;MZ S LOTE 1 SECTOR H;INICIAL;135; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 6
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA;1602697;160;GRUPO RESIDENCIAL 1 MZ L LOTE 10 SECTOR G;INICIAL;159; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 3
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA;1744333;171;MZ F LOTE 12-13;INICIAL;41; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 3
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA;3908232;LOS LIDERES DE MAÑANA;PARQUE VENTANILLA MZ 7 LOTE 7;INICIAL;21; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 3
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1381110;5129 VENCEDORES DE PACHACUTEC;AVENIDA 225 SECTOR D MZ P;PRIMARIA;762; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 3
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1262500;120;MZ R1 LOTE 03 SECTOR C;INICIAL;290; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 3
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1262542;5125 CASUARINAS;JIRON LAS VIOLETAS S/N MZ A LOTE 1;PRIMARIA;815; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 3
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1381078;5130 PACHACUTEC;SECTOR A S/N MZ L-M-N LOTE 1;PRIMARIA;1118; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 3
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1380880;ANEXO HELEN KELER;AH SANTA ROSA PACHACUTEC;PRIMARIA;15; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 3
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1380690;5128 SAGRADO CORAZON DE MARIA;MZ M-1 LOTE 02 SECTOR E;PRIMARIA;1021; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 3
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1425974;5144 DIVINO CRISTO EN LAS ALTURAS;CALLE LOS PROCERES PARCELA I S/N;INICIAL;147; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 3
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1583202;152;GRUPO RESIDENCIAL C1 MZ H5 LOTE 14 SECTOR C;INICIAL;104; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 3
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1523760;142;MZ D8 LOTE 1 SECTOR B;INICIAL;121; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 3
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1425982;5144 DIVINO CRISTO EN LAS ALTURAS;CALLE LOS PROCERES PARCELA I S/N;PRIMARIA;344; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 3
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1264639;5124 LIBERTADOR SIMON BOLIVAR;AVENIDA CABO BLANCO S/N;PRIMARIA;728; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 3
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;DEFENSORES DE LA PATRIA;3862839;PECESITOS;MZ L LOTE 1;INICIAL;15; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 5
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;DEFENSORES DE LA PATRIA;1195478;5118 - CMDTE JUAN VALER SANDOVAL;CALLE GENERAL SANTA CRUZ S/N;PRIMARIA;812; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 5
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;YOSHIYAMA;793120;SAN PABLO I;MZ C LOTE 1;INICIAL;12; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 6
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA;1602705;161;AV. AREQUIPA MZ.C-17 LOTE.4;INICIAL;238; LIMA METROPOLITANA y CALLAO;CALLAO 1;MI PERU
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA;1709575;5135 LA SALLE;AVENIDA VILLA MZ A-1 LOTE 1;INICIAL;120; LIMA METROPOLITANA y CALLAO;CALLAO 1;MI PERU
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;MARIA JESUS ESPINOZA;779712;SANTA ROSA DE LIMA II;MZ N LOTE 9, MARIA JESUS ESPINOZA;INICIAL;20; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 2
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA;1451236;140;CALLE SAMARIA MZ F LOTE 17;INICIAL;79; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 1
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA;780676;DIVINO NIÑO DE VILLA LOS REYES;MZ N1 S/N 1Ã¸SECTOR VILLA LOS REYES (KM.37 PANAMERICANA NORTE);INICIAL;258; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 1
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VENTANILLA;1383363;FE Y ALEGRIA 59;CALLE NICARAGUA S/N MZ G1 LOTE 1A;INICIAL;187; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 2
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VILLA LOS REYES;1238229;5120;AVENIDA ALFONSO UGARTE S/N;PRIMARIA;511; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 1
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VILLA LOS REYES;659664;5077 - JOSE FAUSTINO SANCHEZ CARRION;CALLE 3 KM 37 SECTOR 1;PRIMARIA;872; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 1
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;LA PAZ;1084474;FE Y ALEGRIA 43;AVENIDA LOS CEREZOS S/N;INICIAL;81; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 1
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;LA PAZ;855791;FE Y ALEGRIA 43;AVENIDA LOS CEREZOS S/N;PRIMARIA;630; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 1
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;SAN PEDRO DE CHOQUE;781831;5094 NACIONES UNIDAS;AVENIDA PERU ALTURA KM 37.5;PRIMARIA;704; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 1
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;JOSE OLAYA;1269083;5127 MARTIR JOSE OLAYA;JIRON LOS ARBOLITOS CON ESQUINA JIRON LOS NARDOS MZ G;PRIMARIA;1036; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 2
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;JOSE OLAYA;1382928;5141 DIVINO MAESTRO;AVENIDA BOLIVIA S/N MZ K2 LOTE 04;PRIMARIA;428; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 2
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;MI PERU;1579689;SAGRADO CORAZON DE JESUS;AVENIDA TRUJILLO MZ J-17 LOTE 2;PRIMARIA;47; LIMA METROPOLITANA y CALLAO;CALLAO 1;MI PERU
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1451244;5146;MZ U LOTE 01 SECTOR OASIS;PRIMARIA;431; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 6
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;790019;COSMOVISION II;AVENIDA 225 MZ L LOTE 1;INICIAL;29; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 6
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VICTOR RAUL HAYA DE LA TORRE;1381581;5130-3 VICTOR RAUL HAYA DE LA TORRE;AVENIDA 11 DE AGOSTO S/N;PRIMARIA;297; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 5
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VALLE VERDE;3923815;CONEJITOS;AAHH VALLE VERDE MZ L LT 1A;INICIAL;16; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 5
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;SUSANA HIGUCHI;750402;LAS FUTURAS ESTRELLITAS;MZ I LOTE 1;INICIAL;23; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 5
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;VICTOR RAUL HAYA DE LA TORREE;1381367;5130-3 VICTOR RAUL HAYA DE LA TORRE;AVENIDA 11 DE AGOSTO S/N;INICIAL;122; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 5
70106;2020-01-15;CALLAO;CALLAO;VENTANILLA;PACHACUTEC;1381136;123 VIRGEN DE LA ASUNCION;CALLE S/N MZ N1 LOTE 6 SECTOR E;INICIAL;287; LIMA METROPOLITANA y CALLAO;CALLAO 1;VENTANILLA 3
